Review,label,confidence
ürün gayet güzel malzeme kalitesi olarak ancak sallanma sıkıntısı mevcut belkide ben ayarlayamadım bilmiyorum ama alıcak olanlar bilgisi olsun,1,1
Kalitesi güzel Hediye olarak tekrar aldım,2,3
Babam için aldım çok beğendi kalitesi çok güzel.,2,3
çok güzel sıkı tutuyor saçı,2,3
cok güzeller cok beyendimmm,2,2
Ürünü doğal içerikli diye aldım fakat içerdiği ‘doğal elde edildiği’ söylenen parfüm biberonda koku bırakıyor. Parfum icerdigini bilerek alin. Bir bebek urununun gida arac gerecinde bu kadar koku birakmasi hic hos degil.,0,3
Fiyat performans ürünü.ince yumoş…,1,2
sevgilime aldım çok beğendi kurban oliyim ona,2,3
Düzenli kullandım aslında ama gözle görülür bir değişim görmedim bir daha alır mıyım? Sanmam,1,2
Aşırı beğendimm 2 günde elime ulaştı ayrıca kargo o kadar özenli ve tatlıydı ki annem de aynısından istedi satıcıya teşekkürler 🩷,1,1
Fiyat performans ürünü kalite açısından beklentiniz olmasın,1,2
Çok beğendim ürün elime çok hızlı ulaştı,2,3
çok gzl renk renk ve kaliteli fiyatına göre,1,1
Ürünün bir tarafı kırık geldi ama kırılan parça da içinden çıkmadı. Kolisi de çok yıpranmamıştı. İade ettim,0,3
Hemen karardılar,0,3
Eksiksiz bir şekilde geldi. Ayraçlar için teşekkürler.,2,3
uygun fiyatlı ama kumaşı iyi değil çok terletiyor,1,1
l giyiyorum bana da oldu  renk biraz soluk kırmızı,2,3
"Bayildimmm nekadar kibar tatli bir model. Gelir gelmez kullanmaya basladim , kalitesi inanilmaz bu fiyata bu tarz kaliteli ve şık modeller almak süper 🤩 kargo Devamını Oku",2,3
Fotoğraftaki ile aynı geldi hızlı elime ulaştı,0,2
Ürünü aldım çözünebilir maddeler testi yapan cihazla ölçüm yaptım fakat su çözünürlük oranında bi düşüş olmadı. Umarım kireci gerçekten filtreliyordur ama şuan için ilk deneyimim farkedilmeyen bi etkisizdik oldu. Philips kalitesine güvendiğim için gerçekten filtrelemesi başarılıdır diye umuyorum,1,2
Çok beğendim çok tatlı Mesajınız için cok teşekkür ederim,2,3
Ben iki ürün sapariş ettim aynı gözlükten ve bana bir tane yollamışlar bu sorunun en kısa süre içerisinde çözülmesini istiyorum.,0,3
ses kalitesi güzel ama ikinci gün kulaklık bağlanmadi şarja taktım 1 gün bekledi hala kırmızı ışık yanıyor ve bağlanmıyor ve o parayada hiç değmiyor,0,2
Güzel ama kumanda çalışmıyor,1,1
paketlemesi çok ozenliydi daha öncede 2 yaş aldığım için biliyorum seriyi eğlenerek yapıyoruz kızımla tavsiye ederim mm,2,3
gayet güzel begendik,1,1
Montaj çok basit olmasına rağmen montaj kitapçığı karışıktı ürün paketlemesi vasat sağı solu hasarlı geldi acil ihtiyacım olduğundan geri iade yapmadım haricinde ürün güzel fiyatına göre kullanılır,1,1
tam oldu ama kenarları çok tahriş ediyor rahatsız oldum,1,2
gayet iyi kumaşı süper kunalisli tavsiye ederim herkese,2,3
piyasaya göre çok uygun zaten bildiğimiz gibi kaliteli,2,3
Anneme aldım beğendi çekim gücü iyi,1,1
Gerçekten kaliteli ve şık çok teşekkür ediyorum,2,3
kulpları plastik ve çabuk kırılıyor ama diğer türlü güzel,1,1
Çok ta gerekli değilmiş,1,2
gayet kullanisli fiyatina qorede cok iyi tesekkurler 🥰,2,3
Ürün elime ulaşır ulaşmaz bu değerlendirmeyi yapmaktayım. Öncelikle ürün görselde görüldüğü gibi geldi fakat ürünün kendisinde ve paketlemede kusurlar mevcut. KDevamını Oku,0,3
muazzam fiyat kalite ürünü,2,3
"cok guzel ve kaliteli geldiler, bu fiyata bu sekilde beklemiyordum ❤️",2,3
bu parayı etmez. kalıp tam ile hafif geniş arasında. kumaş hissiyatı iyi değil.,1,1
Çocuklar için iyi küçük boyutlu .,1,1
Önce eşime yeşil rengini sonra kendime siyah rengini aldım annemde çok beğendi onada aldım. Kalitesi çok güzel seyahatlerde kullanmak için çok ideal içi geniş kDevamını Oku,2,3
Allah razı olsun 10 günde geldi kargo,0,3
Tam bedeninizi alın bence çok hoş ve güzel bir ürün,2,3
Gözümü sulandırdı ve kaşındırdı. Sahte olduğunu düşünüyorum. Tavsiye etmem.,0,3
ürünüm kırık geldi.Çok begenmistim oysaki,0,3
Çocuk tokası gibi,1,2
"küçük boy,  çocuklara uygun ve ince,herşey ortada....",0,3
"Cok pratik kabul, ama benim ve annemin dudak ustu tuylerini assssirrii sertlestirdi. Eger esmer ve kalinsa zaten tuyleriniz, jiletten hic bi farki yok etkisininDevamını Oku",1,2
tutku iç giyimde tercih ettiğim bir marka kaliteli pamuk,2,3
Tadı bozuk herhalde,0,3
Çikolata tadı yok,0,2
eski gibi egri büğrü,0,3
Ürün defolu geldi,0,3
güzel beğendik keyifli vakit geçirebilirsiniz,1,1
Eksık 7 adet gönderilmiş!!!,0,3
ürün fiyatına göre gayet iyi dışarı biraz ses veriyor son ses açınca erkek arkadaşım memnun,1,1
ürünü iade gönderdik hala bir sonuç alamadk.Lütfen bir an sonuçlansın.,0,2
Bu fiyata bu kalite👏👏👏,2,3
Kalıpları aşırı dar L beden almama rağmen altı tam oldu pijamada benim gibi bol sevenler mutlaka 2-3 beden büyük alsın,1,2
Bu fiyata bu kalite efsane alın aldırın,2,3
Fiyatı yüksek ama sürünce güzel bir renk ve rahat kullanımlı,2,2
XL olarak sipariş verdiğim ürün 4 numara olarak geldi. Kullandigim XL ürünler tam gelirken 4 numara ürün biraz dar geldi (fakat boyu iyi).,1,1
Hiç beğenmedim kirpikleri yapış yapış yaptı,0,3
Çok güzel ve rahat.,2,3
Bir puanı bile haketmeyen bir satıcı ve kargo. Teslim edilmesi gereken tarihten bir hafta sonra teslim edildi gelen ürün hasarlı. Atta bebek satıcısı ile yaşadığım ikinci problem bir daha asla almam.,0,3
paketlemenin daha özenli olmasını dilerdim sonuçta sıvı var içinde. dış paketi hasar görmüş ancak neyseki içi şans eseri sağlam gelmiş,1,1
güzel ama 2 beden büyük alınması gerek,1,1
göbeğim var komple meydana çıkardı pileli oluşu maalesef iade,1,2
"Cok bisey beklememek lazim
.Lastik parlatici afi gibi degil parlatmiyor sadece mat yenileme gibi.
.torpito bakimi parlatmiyor sut gibi bisey.
.hizli cila anlamadim noyada iz birakiyor silince gecmiyor.
.Detayli temizleyixi camda iz birakiyor.
Jant temizleyici janttaki yaglari gecirmmiyor genel temizleyixi gibi bisey
Sonucta 250 tl parca basi 20 liraya bu paraya bukadar.

Bez kucuk.",1,2
"Almayın. Kumaşı kalitesiz. Ayrıca normalde XL giyerim, bol rahat olsun diye 2XL aldım kısa geldi. Özensiz üretilmiş",0,3
urunumu teslim aldim yaninda minik tek kullanimlik gunes kremi icinde tskr edrm indirimdeyken aldim tavsiye ederm,2,2
Kitap fotolarda göründüğü gibi sayfaları ayrılıyor kizim bırakmadığı için iade edemiyorum insallah  telafi edilir,0,2
yorumlara bakarak bir beden büyük almıştım ama tam beden alınabilir ürün yumuşacık beğendim,2,3
Benim bebeğim bu aparattan düştü. Vakumlu diye güvendim mutfak masasının üzerine koydum. Arka iki vakumu açılmış ve bebeğim başının üzerine düştü. Alacak olan yerde kullanacaksa alsın.,0,3
"krem renginden bir az ince yapısı varmış, ama güzel bu da",1,1
Ürünü instagram tavsiyeleri üzerine aldım fakat göz yaktığı yorumlarının sıklığı sebebiyle ve bir damlasının dahi bebeğimin cildinde aşırı kuruluk ve kabartılara neden olması sebebiyle iade ettim.,0,3
Erkek arkadaşıma aldım çok beğendi.Ürün çok kaliteli ve çok şık.,2,3
Kumaşı harika tereddütsüz alın,2,3
Irmak marka bir şey geldi. Galvaniz kaplama çok kötü. Ama benim banyoya uymadığı için iade ettim. Bu paraya bu kadar.,0,3
Ürün fiyatına göre kaliteli ve çok güzel,2,3
Alakasız bir marka geldi satıcı yalancı,0,3
Görsele göre 4 renk mevcut ancak 2 renk gönderilmiş.,1,2
"Gönyeli kesmeniz mümkün değil çünkü ürün defolu , kareleri takip ederek keserseniz yamuk bir parçaya sahip oluyorsunuz ve storda pot yapıyor.",0,3
"İlk kez sipariş verdim, kargo poşetine koyup göndermişler doğal olarak patlamış tabiykide. Paketleme berbat.",0,3
Herkeste olan küpe olsa da kurtarıcı 😅,1,2
kızım çok istediği için aldım çok beğendi,2,3
1-2-3. Filtreler Görseldeki filtrelerden farklı ama hızlı geldi  paketleme başarısız,1,1
cüzdan ve parfüm iyi kemer pantolon kemeri gibi ince ve uzun. ama ambalaj ve kargo iyi,1,1
çok da kalıcı değil,0,2
Ürün patlamış olarak geldi. Hiçbir koruyucuya sarılmadan sadece kargo poşetine konularak gönderilmiş,0,3
Kendi bedenizini alın,1,2
Kitap güzel fakat soru çözümlerini mert hoca anlatmıyor ve baştan sağma bence hiç öğretici değil soru çözümleri o yüzden aldığınıza pişman olabilirsiniz.,0,2
Saçta kayma yok beğendim bı tık büyük olabilirdi kullanılmalı,2,3
fiyatina göre normal kaliteli değil pek ve kötü korkuyor,1,1
Kenarları iyi değil pek ve ayakları çok sağlam gelmedi ama iş görür yurt için aldım,1,1
Ben bir şişe aldım ve bitirdim stok yapmayı düşünüyorum yaz koş kullanılabilecek bir koku bence,2,3
Çok iyi paketlenmiş,2,3
ürünüm elime ulaşmadı lakin teslim edildi görünüyor .Lütfen satıcı bana ulaşabilir mi,0,3
Çok iyi değil ama kullanılır,0,2
yeni kullanmaya basladim dokusu cok güzel,1,1
"Külotlar maalesef çok ince. Naylon karışımı olan hiçbir giysi rahat olmaz, hele de iç çamaşırsa.",1,2
O kadar para veriyoruz iki giymede iki beden bollaşıyor zaten modelini beğenip alıyoruz iki giymede bollaşacaksa o kadar parayı ne için veriyoruz ayrıca 34 bedeDevamını Oku,0,2
fiyat performans ürünü ince bir kumaşı var ve 5 6 yıkamadan sonra tüylenme yaptı kendi bedeninizi alabilirsiniz,1,2
herkes kesin kullanmıştır bu parfümü çok güzel,2,3
yazımı kurtardı,1,2
Güzel arkadaşlar,1,1
cok güzel 2 renginide aldım,2,3
krem sifariş etdim gri geldi beyenmedim,0,2
nemlendirsem dahi kurutuyor kuru gozukuyor ama kapaticiligi guzel,1,2
gerçekten harika çok kaliteli fiyatını sonuna kadar hakediyor alınmalı,2,3
Anneme aldım beğendi iyi fiyatına göre,0,2
Paraniza yazık gerçekten. Darbeli matkap olayi zaten yok. Vidalamadan hallice daha güçlü hepsi o. Uçları çok kötü. Bu fiyata bir misli daha verip  kaliteli bilindik marka almak en iyisi. Bosyere hayal kurmayalim. Yorumlar bazen aldatıcı olabiliyor,0,3
çok rahat çok güzel tam kalıp tam beden alınmalı,2,3
görseldeki gibi gelmedi cirpicisi farklı o yüzden biraz daha dikkatli olalım,1,2
cocuklar icin aldım indirimde güzel,1,1
"Çok sevemedim, basenleri belli ediyor biraz",1,2
Cildimle hiç bir şekilde anlaşmayan güneş kremi malesef açık tenlilerde belli bi saatten sonra ciltte koyulaşıyor bu ürün,0,2
fiyatına göre gayet güzel ve kullanışlı,1,1
2 3 kullanımdan sonra arıza verdi.Karaca yardımcı olmuyor.Ya yenisini verin ya tamir edin.Acil yârdım talep ediyorum.,0,3
ürün güzel ama kalemi gönderilmedi eksik geldi kalem hediye diyor gondermemişler kalemini,1,1
Ürünün üzerine Max 5-6 kiloluk şeyler koyulabilir. Fazlasında dengesi kayıyor.,1,2
Renk ve kalite olarak ideal fiyat performans urunu diyebiliriz👍,1,2
Göründüğünden çok daha ince haberiniz olsun ve aşırı yoğun kötü kokusu vardı direkt yıkadım  kullanılabilir,1,1
Keşke içinde fıstık olsaydı içi krema dolu,1,2
biraz küçük ama kullaniyoruz,1,2
çok güzel geldi trendyola ve firmaya teşekkür ederim anneler günü için anneme almıştım çok beğendi.,2,3
Güzel 👍🏻  beğendim ben,1,1
kargo hızlıydı normal kitaba göre boyutu biraz küçük a5 boyutuna kalitesi güzel alınır 👍,2,3
Bu markanın ürünlerinin amacına çol uygun olduğunu hepimiz biliyoruz zaten ilk kullanım da bile fark görebiliyorsunuz indirimde stok yapmalı bence,2,2
orjinal bir ürün değil.,0,2
bir kitap bu kadar güzel olabilir oğlum bıkmadan her gün defalarca bakıyor konuşuyoruz çok dikkat çekici eğlenceli bebeğin kelime dağarcığını ve ufkunu genişletDevamını Oku,2,3
orta boy geldi idare eder,1,2
Hergün elimizde,1,2
Ürün göbekten su sızdırıyor,0,2
Arkadaşımın tavsiyesiyle almıştım çok beğendim yüzde çok güzel duruyor,2,3
memnun değiliz sıfır kesmiyor,0,3
Ürünü herhangi bir kutuya koymadan sadece streç filme sarıp gönderdiler ve içerisinden çıkan eksik lokmalar konusunda herhangi bir aksiyon almadılar.,0,3
çok teşekkür ederim çok memnun kaldım,2,3
ürün  çok beğendim tşkler harika👍,0,2
Ürün çalışmıyor. Yorumları okuyarak anneme hediye aldım. Cok Mahcup oldum calismayinca.,0,3
Kullanışlı ve büyük,2,2
Yumşaklığı güzel fakat çok ince iç gösteriyor ve görselde elinde tutmuş olduğu şey yok,1,1
Süngeri çok çok  çok ince...,0,3
Kendim için aldım beğendim,2,3
düz bir çizgide dikmeyi başaramadım yamuk yumuk dikiyorum,1,2
hızlı geldi gayet güzel görünüyor 5 yıldız veriyorum kullandıktan sonra güncellerim,2,3
"Fiyatı uygun, debemek için kampanyadan aldım. Ancak içinde koruyucu katkı maddeleri renklendirici aspartam ve şeker var. Sağlıklı gözükmüyor, bunu bilin de öyle alın.",1,2
Beli ince kalçası geniş biriyseniz hiç kalıbı size uygun olmaz. 36 giyiyorum 38 sipariş verdim bacağımdan geçmedi. D92 modeli aldım o enfes. Vucut tipiniz benimDevamını Oku,0,3
urunu farklı marka adı altında daha uygun fıyata satan satıcılar vardı ben 100 lira da pahalı olsa almayı tercıh ettım oncelıkle urun guzel evet falak ucuz olan urunle aynı bır fark yoktu yanı ayrıca bır plastık parcası eksık cıktı,1,1
aşırı kullanışlı mükemmel bir ürün,2,3
şarjı baya uzun süre gidiyor. ses kalitesi de iyi bu fiyata güzel ürün,2,3
müthiş bir baz bugün ilk defa kullandım yüzüm ışıl ışıl çok güzeldi 🧿🪬🧿🪬🧿🪬,2,3
"Çok şık, hemen kullanmaya başladım.",2,3
Göründüğünden daha küçükmüş rengide daha koyuymuş beklentimi pek karşılamadı ama güzel yinede.,1,1
"Benimki kusurlu geldi. sağlama benziyordu..açınca büyük, korur yağmurdan",1,1
gayet güzel rengi gorseldekinden daha canlı ve güzel,1,1
Fotoğraftaki ürün ile gelen ürün farklı. Çakmasını yapmışlar fotoğraftaki pijama takımının. Ama ne rengi ne deseni ne modeli tutturabilmişler. Bence pamuk da deDevamını Oku,0,3
İlk geldiğinde çok güzel sesi vardı daha sonra arada sesler gitmeye başladı ve şarj kablosu çalışmıyo kutuyu attığım için iade edemiyorum maleseff,0,3
"İçindeki civcivin tüyleri dökülüyor, bu haliyle küçük çocuklara uygun olduğunu düşünmüyorum. Renkleri kötü, canlı değil, kızımız hoşlanmadı.",0,2
urun defolu cikti kutunun icine koruyucu malzeme olmadan gindermisler,1,2
8 yaşında oğlum'un ilk kullanımında koptu,0,3
kargoda teslim edildi gözüküyor ama ürün ulaşmadı 5-6 gundur bekliyorum,0,3
3 yaşındaki çocuğum için aldım fakat 4 yaş için biraz zor  şeyler bence,0,2
Telefonum su yeşili ve mükemmel yakıştı. Bayıldım bak bak doyamıyorum günlük kullanıma çok uygun bence.,2,3
8 adet geldi hemde çok uygun fiyata sağlamlar renkler güzel,2,3
ürün yanlış geldi açıklamada 5m 19mm yazıp nasıl 3m 16mm gönderiyorsunuz yazdığınızı göndermek zorundasınız buna aldatmak denir para veriyoruz pul değil,0,3
"The Purest ten en sevdigim urun oldu, yaz bitiminde tekrar alacagim, cildim kuruya donuk karma, alnimdaki puturlere tek iyi gelen urun diyebilirim.Kargo cok hizDevamını Oku",2,3
Birinin camları çizik geldi ama iade ile uğraşmayacağım fiyatı uygun olduğu için.,1,2
İlk kez külot bez kullandık.Fakat diğer bezlere göre kapasitesi daha küçük.Şöyle ki günde 10 defa değişim yapıyorsanız külot bezle 12-13 defa olabiliyor.,1,2
Genel olarak güzel ama inceler,1,1
Çok kaliteli bir ürün. Şiddetle tavsiye ediyorum.,2,3
ucununde rengi resimlerdeki gibi canlı ve kullanışlı memnun kaldım,1,1
Denemedim ama paketlenmesj gayet iyiydi,1,1
normal lastik toka,1,2
kırık geldi iadee,0,3
Çok kalın değil kumaşı değişik fakat  güzel  tam bedenimi aldım. 80 kilo 1.79 boy L beden tam oldu,2,3
kargocu abiler sağolsun yada firma onu artık bilmiyorum ayaklar çatlak geldi iade etmek istediğimde kargo şirketi almadı masayı öyle kaldı,0,3
"Görüntülere aldanmayın. Çok basit, tenekeden bir şey. İş görür mü, görür... Ancak görsellik ele aldığınızda yerlerde.",0,2
Ben fayda göremedim.,0,2
"görseldeki gibi geldiler, güzeller.",2,2
Ürün güzel ve kaliteli tshirt kendi salaş olduğu için kedindi bedeninizi tercih edin,2,3
Kaynak yerleri çok sıkıntılı direk kırılıyor dikkat etmeniz gerekiyor kurarken ben tekrar kaynak attırdım bağlantı yerlerine baştan sağma yapılmış bir işçilik masa hafif kalıyor boşken çok sallanıyor ama monitör filan gelince oturuyor,0,2
Cok begendim ürünü harika,2,3
Likralı çok rahat,1,2
"Bu fiyata kalitesi iyi evet bağlama ipleri sağlam değil , yırtmac çok fazla . Hem sırtta hem bacakta absürt durmuş dekolte . Ben bacak yırtmacını kapatacağım öyDevamını Oku",1,1
Beklediğim şekilde bir kalıcılığı olmadı.  Tabi ki doldurma bir parfüm fakat beklenilenin altındaydı,0,2
"maalesef çok basit görünüyorlar.Ayrıca 115 TL'ye aldık,2 gün sonra fiyatı yaklaşık 30 TL düştü.",1,2
Guzeldi 170 boyumla 80 kılomla 40 beden aldım yınede boldu guzel yani,2,3
S beden aldım ama kalıp aşırı büyükmüş :(,0,2
eksik kartlar var,1,1
"Kızıma aldım xs sipariş verdim, s beden geldi,çok büyük,iade yok,boşuna aldım",0,3
orjinal ürün degil,0,3
belədəə  nə yaxşı nə pis,1,2
bir beden büyük alınmalı kesinlikle,1,2
Bana gelen mi böyle bilmiyorum düğmeye basınca zor açılıyor. Ayrıca kutu içinde olmasına rağmen kirli geldi. Yıkanabilir olduğu için geri göndermedim ama beklemezdim böyle gelmesini umarım kullanılmış değildir,1,2
Giymeden kırışıklık oluyor,0,3
indirimi yakalayınca hemen aldım. hepsiburada farkıyla paketleme cok özenliydi. teşekkürler,1,2
"fiyatini haketmiyor malesef çok ısınıyor saçınizin üstünden birkac kere gecmeniz gerekiyor düz olmasi icin , prize taktiğınız anda cızırtı cıkarmaya basliyor veDevamını Oku",0,2
kumasi cok esnek M bedenim ama L aldım M alsam daha iyiymis 3. paketimi aldim resmen cok güzeller cok uzun ömürlü,2,2
"güzel, fiyatına iyi bence",2,3
Urun maalesef kotu hic duvar dolap fayans hic birinde sabit durmadi 😞 acil ihtiyacim vardi.,0,3
Kesinlikle en hızlı gelen kargo sipariş ettiğim gibi ertesi gün geldi hem pratik hem yer kaplamıyor hemde birçok ütüden çok daha iyi kesinlikle tavsiye ediyorum,2,3
İnanılmaz küçük görünce bi gülme geldi normalden baya küçük bir model olduğunu belirtmeniz devamlılık açısından güven verirdi bence,0,2
güzel bi ürün severek kullanıyoruz,2,3
Ürün güzel kullanılabilir,1,1
torunlarımın torunlarına kalacak kadar çok,1,2
okuyarak anlayanlar için iyi kitap,2,2
"yıllar önce de alıp kullanmıştım ebatları gayet genştı,şimdi ise dalga gecer gibi bir parmak cocuk bantlarımı gönderiyorsunuz.2 dir al iade et gına geldi artık...",0,3
istediğim gibi geldi yumuşacık,2,2
aşırı aşırı güzel bir parça diğer renklerini de almıştım kesinlikle dolabinizda bulunmalı..,2,3
DÜşük kalite pilates bandı.,1,2
naylonsu görüntü olarak guzel,1,2
çok güzeller indirimde iken aldım iyi ki almışım,2,3
Kendi bedenimde aldım çok çok büyük.. iade ettim,0,1
Tarihi geçmiş ürün. Açtığımız için elimizde kaldı,0,3
377tlye aldım güzel tatlı kullanışlı bi çanta ucuz durmuyo ama üstünde el izi kalıyo sürekli silmek gerekiyo,1,1
cildime sürdüğüm an mükemmel bir dokunuşu var kusursuz fondöteni bıraktıracak bir ürün 10 yıldız hak ediyor harika,2,3
Bekle kpss ben geliyorum,1,2
fiyat güzel ve kaliteli,2,2
Bana gelen ürün farklı iade edeceğim,0,3
çok ince beğenemrim dışarda görerek alınsa alınmaz,0,2
iyi renkler canli,1,1
beğenmedim ucuz bişi,0,2
tam olarak ne işe yaradığını anlamadım aradaki farkı göremiyorum,1,2
guzel begendim biraz daha sayfa fazla olsa cok daha guzel olurdu,1,2
Ürünüm bu gün geldi paketi açtığımda tuz dökülmüştü.  paketin işaretlediğim bölümü patlamış bu da özensiz paketleme yapılmış olduğunu gösteriyor,1,2
"Ürünün kalitesi ile ilgili çok bir yirum yapamiyacagim. Fakat kapağı kötü, 1 kere acildimi kapatmak imkansız.",1,1
Raf ömrü tükenen ürünler galiba. Pamukları kristallenmiş sert sert geliyor alacak olanların dikkatine açınca paketi iade edemedim daha da almam kaç bezi takamadım rahatsız eder diye,0,3
Gayet güzel bir pijama takımı yalnız boya döküyor,1,1
Kullanmama gerek kalmadı.iyikide kalmadi,1,1
Hiçbir işe yaramıyor. Sakın yorumlara inanıp da para verip almayın. Minicik lekem var. Aylarca hiç etki etmedi. Boş bir ürün. Geri verilse veririm. Pişmanım.,0,3
Bir beden büyük aldım tam oldu kumaşı ince ama fiyatına göre kaliteli alınabilir,2,2
Benim için hayal kırıklığı bu kadar övülmesine rağmen  kendi sitesinden ölçü kontörlü yaparak aldım dar geldi bir beden büyük alınmalı hata ettim,1,1
bu ürüne çok ihtiyacım vardı hem bel ağrılarım hem duruş bozukluğum vardı sağolsun arkadaşım bu ürünü tavsiye etti iyiki de etmiş memnun kaldım,2,3
Üzgünüm memnun kalmadım Bacaklarıma sürdüm hic bir şekilde kızdırma filan olmuyor başka firmanın ürününüde denedim ben böyle krem görmedim müthiş o,0,2
Ürün bu fiyata alınabilecek kadar kaliteli. Pek umutlanmayın. Lakin firma kargoyu gönderirken vidaları göndermemiş ve netten gördüğüm kadarıyla bu sadece benim başıma da gelmemiş. Bir çok kişi aynı sorundan muzdarip. Verdikleri whatsapp'a yazılanlara da cevap vermiyorlar. Zaten whatsapp sanki farklı bir firmaya ait. Kurulum videosu diye youtube'a yükledikleri video ise 0 detay ile sözde kurulum anlatıyor. Özetle firma güvenilmez. Sakın ola ki alışveriş yapıp canınızı sıkmayın.,0,2
tasarım güzel fakat paketleme kötüydü kıtık geldi iade edildi,1,1
Ürün hijyen ürünü. Patpata sarılmamış. Ambalaj ortasında yarık tespit edildi. Temiz kaldığı konusunda tereddüt ediyoruz. Dikkat edilmeli.,1,2
Kapağı açınca ses çıkarması hoşuma gıtmedı sessiz ortamda sıkıntı,1,2
fp ürünü bence arkadaşımla beraber aldık onunki çalışmıyordu benimkinde bi sorun yok ama,1,1
Ürünü kullandım güzel ona sözüm yok ancak 2 tane olan siparişimin bir tanesi gelmedi bir tane konulmuş pakete satıcın bu durumu düzeltmesini rica ediyorum,1,1
Ürünü henüz kullanmadım Kargo eksiksiz geldi tesekürler,0,3
2 tane karadut frenk üzümlü sipariş verdim 1 tanesi ananaslı geldi geri vermicem denicem bakalım nasılmış ananslı?,1,2
Okul için almıştım biraz büyük geldi ama kumaşı iyi,1,1
bu marka külot bezi 2 yıldır kullanıyorum fakat bez sıkıntılı her gün çoçuğun çişi çıkıyor yatak kıyafet batıyor evdeki ile eşleştirince farklı olduğu anladım bir paket açtım diğeri kullanmak istemiyorum iade etmek istiyorum geri dönüş bekliyorum,0,2
Çok dolu bir içeriği yok. 4-5 yaşındaki çocuklar için uygun. Alınabilir.,1,2
Fena değil duvara asınca kapakları aşağı düştü. Fiyatına göre yeterli,1,2
gayet iyi ama şöyle bir sorunu var normalde hepsinin aynı beden olması gerekirdi ama 2 tanesi daha küçük gönderildi zaten bu fiyata daha iyi bişey beklenmezdi,1,1
"Sevgilime almıştım, çok yakıştı.",2,3
ürün çok güzel çok beğendim alınması gereken bir çorap,2,3
şimdilik iyi umarım bozulmaz hshs,1,1
"Ürünü kız arkadaşıma aldım, bu markanın ürünlerini severek kullanıyor.",2,3
Kokusu güzel kalıcılığı yok maalesef!,2,2
ürün kaliteli tam bedeninizi alın memnun kaldım ben,2,3
İnanılmaz iç gösteriyor. Kumaşı çok çok ince . Ve kumaşı hiç güzel değil almayın . Baskılar muhtemelen bi iki yıkamada gider,0,2
kalip iyi ama cok ince,1,1
3. kullanim evet dökülmede etkili sabunda mis gibi kokuyor teşekkür ederim,2,3
çok güzel fiyatına göre iyi gibi,2,3
begnedim cok zarif,1,2
Müthiş kesinlikle tavsiye ederim,2,3
Günlük kullanımlık için gayet uygun,1,2
Kesinlikle önermiyorum. 1 hafta kullandık yapışkanlık özelliği bozulduğu için kıyafetler aşağıya düştü.,0,3
Fiyatına göre çok iyi saçları güzel tutuyor 4al 3öde kampanyasından 15 tlye geldi sürekli toka kaybeden biri olduğum icin çoklu almak mantıklı geldi😄,2,3
çanta güzell her yere her kıyafete uyar büyüklüğü de iyii,2,2
Yorumlara bakarak aldım hızlı geldi kokusu biraz ağır,1,1
harika bir ürün ütü derdinden kurtulun,2,3
Ürün burun kısmı dikişli bunu dikkate almamıştım,0,2
Ürunu 28 kg die gonderdiniz ama max 20 diger anlamda kotu degil teşekkürler,1,2
Sıfır Yıldız olsa 0 verirdim far paleti yerine kaç sabitleyicisi göndermişsiniz iade ile uğraşmayacağım tutarı ucuz olduğu için güvenip de kaşımada süremedim çünkü orijinal mi değil mi anlamadım,0,3
Normal ama biraz rengi soldu kumaşı iyi,1,1
"Masa başı çalışan biri olarak duruş bozukluğu yaşıyordum çok şükür bu ürünle tanışınca derdime derman oldu, memnunum ürün duruş bozukluğuma iyi geldi",2,3
ürün çok iç gösteriyor ama gorseldekiyle aynı,1,2
1 aydır kullanıyorum hiçbir sorun yaşamadım şarjı da uzun süre dayanıyor,2,3
"Fiyatına göre oldukça iyi, benim ürünümde ayak vidalarından biri uzun çıktı",1,1
Fena değil.idare eder,1,2
"Amerikan kapı değilse asla uymuyor, takıp kapıyı kapattığın gibi yamuldu kaliteli bi şey beklemeyin",0,3
ürün yorumları okuyarak aldım gerçekten çok memnun kaldım tavsiye ederim yediğiniz için de çok teşekkür ederim,2,3
Basılan düğmesi arızalı geldi iade ediyorum,0,3
Çok kaliteli güzel bir gözlük beğendim,2,3
Elime gelen defter 2023 basım. Bu nedenle bu puanı verdim. Ama zaten ürün kaliteli. Sonuçta 3D nin ürünü.,0,2
Kitap gayet faydalı tavsiye ederim,0,2
kırmızı olan kitabı pek sevemedim oğlum da sevmedi sıkıldı ama diğerleri güzel kalem de hemen bitti,1,1
beğenmedim pek degisik,1,2
bir işe yaramadi.,0,3
ürün öncelikle çıkıyodu yani ayrıca saç derisini yüzüyo maşallah kepek yapıyor,0,2
genel olarak boyutları iyi Fakat bana bazı ürünler farklı geldi Onları da beğendiğim için değişim istemedim eklem yüzüğü seven kişiler için çok ideal bir ürün ÇDevamını Oku,1,1
Plastik kısmı çok kalitesiz,0,3
gozle görulur acilmalar oldu gunes kremimin altina suruyorum parlaklikta veriyor cok memnun kaldim stok yapmalik alin aldirin,2,3
Fazla beklentiniz olmasin,0,2
çokkk güzelll teşekkürler,2,3
Geç kargolandı ama üründen memnunun,1,1
Arkadaslar sivilce sorunum için almıştım düzenli olarak kullanıyorum ben faydasını görüyorum ve makyaj temizleme jeli olarakta kullanıyorum zaten la rosche gibiDevamını Oku,2,3
Küpe idare eder umarım kararmaz,1,2
