Review,label,category
"Urunun garantisi ile alakali yanlis bilgilendirme yapip ekstra ucret istiyorlar, hediye gonderecegiz yorumunuz yayinlansin bize ekran goruntusu atin vs gibi yollara basvurulmasi son derece cirkin. Urunde sorun yok ama satici problemli.",0,Genel
"Kumaş kalitesi çok kötü sadece sıkılaştırıcı , toparlayacı denemez buna çünkü o kadar sıkıştırıyorki popo dümdüz oluyor. Kısacası parası kadar ürün çok rahatsız s beden aldım belkide beden seçimim yanlıştı ama biraz daha para verip daha kullanışlı bir ürün alınabilir",0,Genel
Ürün barkodu açık şekilde gönderim yapılmıştır . Satıcı hepsıburadaya yakıştıramadım,0,Genel
cok kaliteli cok beyendim teşekkür ederim,2,Giyim ve Aksesuar
Ürünün 2 si farklı 4 ü farklı şekilde geldi. Ben zaten fotoğraftaki gibi göründüğü için almıştım ama 4 u çok farklı ürünler geldi. Ayrıca hijyen 0. ÇamaşırlarıDevamını Oku,0,Giyim ve Aksesuar
Orda Burda bi tişörte 300-400 vereceğinize Burdan sipariş edin kumaşı kalitesi her şeyi güzel ben beğendim şimdi 20 adet sipariş vereceğim,0,Genel
kutusu çok iyi çok özenliydi çok beğendim,2,Giyim ve Aksesuar
"çok güzel bir küpe. boyutu da güzel, tarz. Yorumunu guncelliyorum. Sadece bir kez kullandım direk karardı. Çöp oldu yazık:( Resimden ne kadar belli oluyor bilmeDevamını Oku",0,Giyim ve Aksesuar
çok güzel kaliteli bir canta,2,Giyim ve Aksesuar
Kısa sürede elime ulaştı ve gayet kullanışlı.Annelerin elinin altinda olmasi gereken bir urun hersey tek canta da,2,Giyim ve Aksesuar
Ürün sağlam duruyorda duvara bir türlü sabitleyemedim kayıyor 96 kg yim Asılınca barfikse kayıyor duvardan,1,Genel
"Araç Hava Pompası sipariş verdim, Araç süpürgesi gönderildi . İade talep ettim.",0,Genel
çok güzel çok kaliteli üründü bayildim,2,Giyim ve Aksesuar
kemerlerin renkleri altın sarısı olan yerleri hemen rengini kaybetti,0,Giyim ve Aksesuar
Tam kalıp ama bol dursun isterseniz bi beden büyük alınır kalitesi güzel,2,Giyim ve Aksesuar
Belliki daha önce başkasının iade ettiği ürünü yollamışlar. üründen ses ve koku geliyor. Para kolay kazanılmıyor insanlara arızalı ürünü kakalamaya çalışmak ayıptır.,0,Genel
Bu ürünün light olanını aldım medium yollamışlar fark etmeden açtım gerçekten çok yazık boşuna kaldı şimdi elimde,0,Genel
kokusu harika indirimde stok yapıyorum kesinlikle tavsiye ederim,2,Kozmetik
Fazla pahalı eczanelerde ayni içerikli daha uygun kremler bulabilirsiniz.Aldım pişmanım markaya para basmaya gerek yok,1,Genel
Manderen zayıf iki elle iyice sıkarsan anca fakat yinede gevşeme yapıyor fazla tutucu değil güç de zayıf sert ağaçlarda işlemiyor boşa tiriliyor basın ufak işler için olabilir,0,Genel
Ürün iyi güzel göründüğü gibi ancak bedenler oldukça küçük 57 kilo için L beden almama rağmen gelen ürün S gibi. Alacak olanlar büyük beden almalı,1,Giyim ve Aksesuar
Orta kalite çok iyi değil fiyatı ucuz olduğundan aldım,1,Genel
Ürünü iki yıl sonra yorumluyorum makinada dağıldı ve göğüsleri aşırı dik gösteriyor. Benim için rahatsız edici. Kullanmıyorum,1,Genel
Sayfası çok az gorsellerde,0,Genel
kendim için beyazını almıştım begenince kardeşime de aldım,2,Elektronik
güzeller begendim mandal tokalar kaliteli geldi bana lastik tokalar bi tık küçük geldi boyutu,2,Giyim ve Aksesuar
siyah noktalara bisey yaptığı yokk...buram buram asit kokluyorum sürünce 🤫,1,Genel
Harika çok eğitici 😻 bu arada ambalaj yoktu dışında ben hediye olarak aldığım için ambalaja koydum haberiniz olsun :),2,Kitap / Hobi
Harikaydı mutlaka alın,2,Giyim ve Aksesuar
ceyizimin İçin aldım ama daha kullanmadım gayet sağlam geldi paketlemede güzeldi kullandıktan sonra güncellerim yorumu,2,Elektronik
Ürün güzel kaliteli kolay kolay bozulucağını sanmıyorum fakat üründe ezilme var. Kargoyu alırken özellikle sağını solunu kontrol ettim kutuda bişey yoktu. Satıcı bilerek bu şekilde göndermiş. Sonucta bunu birine satmak zorunda.,1,Genel
Sallaniyor,0,Genel
Ürün kaliteli ve güzel tavsiye ederim,2,Giyim ve Aksesuar
Ne zararını gördüm ne faydasını,1,Genel
3 yaş almıştım şimdi devamını aldım,2,Kitap / Hobi
Gayet günlük kullanımada uygun şık bir çanta,2,Giyim ve Aksesuar
Ürün sadece 3 de ısıtıyor onun haricinde ısıtma yapmıyor umduğum gibi çıkmadı,1,Genel
Arkadaşlar ya renk körü ya okuma bilmiyorlar siyah seçiyoruz mavi gönderiyorlar,0,Genel
1 lira para vermeyin paranıza yazık sakın almayın işe yaramaz berbat koku kokmasına kokuyor sadece sıkınca 1 saniye sonra koku gidiyor kalıcı değil hızlı cila komple şişeyi boşaltınca işe yaradı lastik parlatıcı şimdilik iyi,0,Genel
aldığım en iyi pantolon tam beden,2,Giyim ve Aksesuar
4.5 yaşında ki olguma 5-6 yaş aldım 3 beden göndermişler 7 yaşında belki gelir şuan o kadar büyük ki elbise gibi,1,Genel
Aşırı derecede küçük geldi iade,0,Giyim ve Aksesuar
Toplam 5 adet falan aldık fiyatına göre iyi %100 pamuk ama biraz inceler.,2,Giyim ve Aksesuar
Çok kaliteli değil,1,Genel
çok begendikk,2,Giyim ve Aksesuar
Çok begendim sinoz kalitesi küçük hediye için teşekkür ederim,2,Kozmetik
Kış sezonuna çok yakıştı ❤️🌸,2,Giyim ve Aksesuar
ürün fiyatına göre iyi yalnız uygulama çalışmıyor,1,Elektronik
Üründe parça eksiği var ve kolisi rezalet içinde geldi açılmış bi üründü,0,Genel
kargo paketleme guzel ancak servisleri cok kotu ankara keçiören servisi ...ustune oyaladılar ve aradık geldik gibi seyler soylediler halbuki tum gun evde bir gun bekledigimiz halde bu yuzden iade ettim urunu baska marka alın derim,1,Genel
Ürün suntalama çok sağlıklı değil,0,Genel
iyi geldi hediye için tşk,1,Kitap / Hobi
çok iş görüyor TV resmen akıllı oldu Netflix YouTube var artık normal TV izlenmiyor,2,Elektronik
Ürünü zahmet edip de doğru düzgün sarmamışlar. Alttaki tavalarda arada kağıt var ama üsttekinde yok! Üstteki tava çizik geldi. Mecburen iade olacak. Ben aldığımda daha uygun fiyatlıydı ama şimdi fiyatı yüksekmiş. Yenisini alacağım ama tabii ki başka bir satıcıdan alacağım. Bir daha da bu satıcıdan hiçbir şey almam!,0,Genel
"Paketleme cok kötüydü, şampuan patlamış olarak geldi",0,Genel
3-4 kullanimdan sonra salıyor. Kollar büyüyor lastik büyüyor.,0,Genel
Ses kalitesi güzel fakat şarj okurken çok ses çıkarıyor,1,Genel
Kumaşı ince ama duruş çok iyi tam beden aldım bol kullanmak isteyen bir beden büyük tercih etsin bence,1,Giyim ve Aksesuar
çok kalitesiz. içinde elyaf dolgu yok denecek kadar iade ettim,0,Giyim ve Aksesuar
Ürün güzel fakat satıcı çok ilgisiz,0,Genel
ürün beklentimi karşıladı .indirimde aldım fiyat performans ürünü,1,Giyim ve Aksesuar
Kumaş kalite iyi görünüyor du 3 xl aldım fakat ilk yıkamada çekti ikincide daha fazla kızıma oldu o giyiyor renginde solma filan olmadı ama büyük beden almanızıDevamını Oku,0,Giyim ve Aksesuar
"5/10 puan verebilirim, daha once gelid gp extreme kullandim, orda 12.0W/m*k , ice dragon thermal pad ile derece ler daha kotu.. bence performans en fazla 10W/m*k",1,Genel
çok hızlı geldi güzel,2,Kitap / Hobi
fiyat olarak güzel telefon görüşmesinde ses hayat net ve anlaşılır. piksel düşük ama fiyat performans ürünü çocuklar için ideal bende çocuğuma aldım.,1,Elektronik
çok tatli bir canta bayıldım,2,Giyim ve Aksesuar
kurtarıcı bir ürün gerçekten işe yariyor,2,Giyim ve Aksesuar
harika yaz için aldim,2,Giyim ve Aksesuar
Merhaba bu ürün hem televizyon a hemde kamera kayıt cihazına takmak için alıyorum uyar mı ona hızlı dönüş yaparsanız sevinirim,1,Genel
Çok çabuk bozuluyor,1,Genel
"Yaz mevsimini çıkarana kadar idare etmesi için kullanıyorum. Büyük ihtimalle bir dahaki yazı görmez. Fiyat olarak ucuz ama daha ilk takmada metal uçlar kumaşı yırtmaya başladı. Katlandığında yan ceplere sığmıyor. İri bir yapısı var. Dikkat edilmezse metal uçlar ileride camı veya torpidoyu çizebilir. Fiyat ucuz, kargo hızlı.",1,Genel
"Askılık tamam, resimlerde görünen rafı nasıl sabitlendigini çözemedim",1,Genel
Ürünü severek kullanıyorum gözlerime alerji yapmadı ama loreal satıcısından almama rağmen ünün koruma bandı açılmış geldi,1,Genel
ürün iyi lakin sabit kalması lazim ki dikişi atlatmasın yoksa olmuyo fiyatina gore iyi,1,Elektronik
Elbiselerinde kullanması için ablama aldım gayet kibar ve kaliteli. Tam bi fp ürünü. Pantolonlar İçin biraz ince durabilir ama elbiseler için ideal.,2,Giyim ve Aksesuar
75 c normal sutyenlerin 85 i gibi aşırı büyük ona göre alin,1,Genel
*Hediye olduğunu özellikle belirtip* hediye paketi yapılmasını içine küçük bir not konmasını istememize rağmen konmamış dandik bir poşette geldi. Madem beceremeDevamını Oku,0,Kitap / Hobi
Cirtcirtli beze gore cok dar. Cok rahatsiz ediyor oglumu,1,Genel
daha öncede almıştım çok guzeller,2,Giyim ve Aksesuar
Ürün geldi konsolda bir sıkıntı yok fakat kollarda ufak toz ve başka lekeler vardı 1 hafta içinde de x tuşu takılı kalmaya başladı tavsiye etmiyorum,0,Genel
Kenarları tam kapanmıyor,0,Genel
Kardeşime hediye aldım,2,Giyim ve Aksesuar
güzel ve özenli geldi çok beğendik,2,Giyim ve Aksesuar
Tekerleklerinden giyc giyc ses geliyor içi boş olduğunda da,1,Genel
Çok güzel çok beğendim defalarca aldım arkadaşlarımın doğum günleri için ve gerçekten mükemmel,2,Giyim ve Aksesuar
"Ürün içerikteki gibi değil, yakası bükülüyor",0,Genel
Ürünü yaklaşık 20 gündür kullanıyorum. Çelik levhayı kesip göndermişler. Bugün kenarı elimi kesti. Kenarlarını güvenli hale getirmeye dahi uğraşmamışlar. Kullanmayı bıraktım.,0,Genel
Kalitesiz İşçilik ve Malzemeden yapılmış Fiyatına göre Ürün.,1,Genel
"Sevimli çoraplar, eşim severek giyiyor, kaliteli diyebilirim..",2,Giyim ve Aksesuar
Güzel alınır indrimden,1,Giyim ve Aksesuar
Oğlumla çok güzel aktiviteler yapıyoruz kitaplarla 😍,1,Kitap / Hobi
"Lego gibi kolay kurulum, lego gibi hafif ve güvensiz",0,Genel
"urunu her aldigimizda kalitesi dustu, suanki kaliteside resimde sagda gordugunuz, pecete kalitesi. ALMAYİN, ALDİRMAYİN",0,Genel
Ucundaki aparat eksik,1,Genel
Orta kalitede bir ocak iş görüyor.,1,Genel
Ensipariş den aldım. Kargoya geç verildi. Ancak ürün sağlam paketleme iyi. Faturasıyla geldi uygun fiyat. Viko marka 3 yıldır kullanıyorum hiçbir sorun yaşamadım. Viko marka tavsiye ederim.,1,Genel
Makyaj altına çok iyi.Pürüzsüzleştiriyor cildi,1,Kozmetik
harika bir ürün sürekli kullaniyorum,2,Kozmetik
anneme aldım beğendi teşekkürler,2,Elektronik
Yanlış kitap gelmiş,0,Genel
ürün uzun ve orjinal değil belli zaten,0,Genel
arkadaşıma hediye aldım çok beğendi tam bir kış çantası,2,Giyim ve Aksesuar
40 yılda bir küçük bir iş yapacaksanız alın.,1,Genel
İnanıp almayın su gibi ya şişesi plastik o kadar yorum bot yorum bence trendyol bot yorumları engellese iyi olur yoksa insanların güveni kalmaz,0,Kozmetik
Hic faydasi yok bosuna taktik,0,Genel
Ürün tasarimi güzel lakin raflar kendiliğinden açılıyor plastik tutucular işlevsiz olmuş,0,Genel
çok beğendim cildim çok güzel oldu,2,Kozmetik
"Yan profilleri kırık çatlak geldi.Ariyoruz ayak yok.Bir raf eksik.Ne biçim iş bu.Ne kadar ayıp ya,böyle ürün yollanır mi müşteriye??Açtık kuralım diye su duruma bak.Hepsiburada bununla hemen ilgilenmeli",0,Genel
çok bi etkisi olmadı,1,Kozmetik
Ürün şeffaf beyaz değil ve önceden almıştım ondan küçük,0,Genel
Oğlum çok sevdi.hergün yapmak istiyor.,2,Kitap / Hobi
Nisan ayında aldık ürünü iki ayda dağılma seviyesine geldi kesinlikle tavsiye etmiyorum,0,Genel
yeterli güzel,1,Giyim ve Aksesuar
Yeğenime aldım sağlam geldi,2,Kitap / Hobi
Saçlarım çok kalın telli olduğundan ve materyal kaygan olduğu için saçımı 5 dk bile tutmadı ne kadar tepeden sarsam da hepsi aşağıya indi,0,Giyim ve Aksesuar
aşırı kaliteli aynı mango model,2,Giyim ve Aksesuar
Ürün güzel ama sayılar eksik benim numara olmadı birbiriyle aynı 4 tane rakamınız varsa olmuyor bilginiz olsun en fazla aynı rakamdan 3 tane var,1,Genel
Ürünü ablamın tavsiyesi üzerine aldım ve hemen kullanmaya başladım. Memnun kalacağımı düşünüyorum. Teslimat çok hızlıydı ve kargo sağlamdı. Tavsiye ederim,2,Elektronik
KALİTESİZ VE KIRIK MALZEME GÖNDERİYORLAR. GELDİĞİ GİBİ İADE TALEBİ OLUŞTURDUM AYAKLARINDAN BİRİ KIRIK OLDUĞU İÇİN.,0,Genel
Farkli bir urun geldi,0,Genel
kumaşı çok rahat ama nedense göbek kısmı hemen delindi,1,Genel
aldıktan sonra koltu hemn,0,Giyim ve Aksesuar
İstenilen ürün bu 502 gelen ürün alakasız bu tamamen aldatmaca üçkağıtçılık 100 - 200 lirayla zengin olmussunuzdur,0,Genel
Fiyatına göre gayet güzel paketlenmesi de gayet iyiydi görseldekinin aynısı,2,Giyim ve Aksesuar
İndirimdeyken aldım kaliteli ve çok güzel,2,Giyim ve Aksesuar
beğendim genel olarak,1,Giyim ve Aksesuar
Aşırı kötü kokuyor ve kumaş aşırı kalın sevmedim ve çoook geç geldi,0,Giyim ve Aksesuar
AŞIRI DERECEDE GÖZ YAKIYOR Ürünü kasim ayinda stoklamıştım ama bebeğimi banyo yaptırdığımda sanki bi yeri kesilmiş gibi ağlıyordu ürüne o kadar güveniyordum ki göz yakacağını düşünmedim bile ve geçen kendimde kullanayım dediğimde benim bile canım o kadar yandı ki çocuk nasıl dayanmış ben bilmiyorum bebeklere asla kullanılmamalı,0,Genel
direkt kararıyor kızlar almayın,0,Giyim ve Aksesuar
çok güzel kullanışlı . pratik bir ürün,2,Elektronik
normal bi kil cok bi etkisi yok,1,Kozmetik
Pek kaliteli değil ne kadar idare ederim derse artık. Resimde kalem pil hediyeli diyor ama gönderilmiyor.,1,Genel
"Ürünü severek kullanıyorum fakat paketleme çok kötü, ürün akmış",1,Genel
kargo çok iyi geldi çok güzel ler sadece beyaz olanı az iç gösteriyor onun dışında cidden mükemmel ler,1,Giyim ve Aksesuar
ben çok memnunum kaldım gayet kullanışlı,1,Elektronik
Sevgilim biraz odun olduğu icin kendime aldım kaliteli ama beğendim boyutları bir tık büyük gorsele gore ama kullanisli,2,Giyim ve Aksesuar
Çok güzel tam bedeninizi almanızı tavsiye ederim,2,Giyim ve Aksesuar
Ekranda gösterilen bez ve sungerler büyük görünüyordu gelenler küçük,1,Genel
Ben indirimdeyken bu ürünlerden aldım yıllardır da kullanıyorum zaten iki al bir öde kampanyasında daha önce aldığım hiçbir üründe bir sıkıntı yaşamamıştım ilk defa bu gelen ürünlerde dikişler atıyor ve içindeki demir kısım dışarı çıkıyor yani ürünlerde bir Defoe mu vardı o yüzden mi indirimli Üründü yoksa farklı bir sebebi mi var bilmiyorum ama senelerdir kullandığım bir üründe sadece bu kampanyadan aldıklarım da sıkıntı yaşadık o yüzden hiç memnun kalmadım,0,Genel
özenli paketleme hızlı kargolama teşekkürler,2,Giyim ve Aksesuar
Çeyizim için aldım hafif bi ütü ama gayet iyi denedim gayet güzel hem uygun fiyatı hem güzel,2,Elektronik
Ben çok beğendim esnek kumaşı var,2,Giyim ve Aksesuar
Bol bol stoklu alınmalı asla kokusu yok bebek saçlarım cıktı bile ama her şeyde olduğu gibi düzenli kullanım öenmli,2,Kozmetik
Harika bir ürün saçlarım dokulmesi azaldı ve uzadı o kadar mutluyum ki uzamiyordu saçlarım ve çoğaldı resmen dolgun dolgun duruyor 💜,2,Kozmetik
saçlarımın dökülmesini azalttı ve çok güzel uzatıyor,2,Kozmetik
Ürünün kalitesi çooook güzel. 1.58 boy 48 kilo için s beden aldım ve tam istediğim bollukta oldu.,2,Giyim ve Aksesuar
aslında iki yıldızı bile hak etmiyor ama onuda sadece sıcak tutuğu ve duruşu için verdim her tarafından içindeki elyaf cıkıyor kalitesiz bir şey ama mecburen giDevamını Oku,0,Giyim ve Aksesuar
"Uygulaması, çözünürlüğü vb. şeyleri iyi ama çok fazla dönüyor. Hem wi-fi'de hem de mobil internette.",0,Genel
çok iyi bir ütü,2,Elektronik
Taçları elime ulaştı çok hoş duruyor,2,Giyim ve Aksesuar
Ölçümler 50den başlıyor 100den aşağısı iyi demek anlamında.,0,Genel
Ürün gayet güzel şık paketleme iyiydi hızlı geldi teşekkür ederim,2,Giyim ve Aksesuar
"Fiyatina gore ehh.. :) Kargo firmasi Aras kargo olduğu için deformeler mevcut olsun masa bu çok beklenti içinde değildim. Bir makine tasarımcısı olarak yorumluyorum. Cıvatalar eksik çıktı 2x m6x50 2x m6x30 yildiz civata 4 adet kelebek somun lazim. Tornavida pense çekiç ile 2 saat sürdü montajı, sarjli vidalama plastik takoz lazim. Üretimden kaynaklı çok hata var civata bombeleri yanlis acilmis bu sekilde monte edilirse evin zeminini mutlaka cizecektir. Uretici firma bu zarari karailamasi gerekir. Demir profiller cok ince biraz fazla yuk uygulanirsa masa kirilir. Çok şey yazilirda yorum eklenmez diye yazmiyorum. Fiyat performansı 10 üzerinden degerlendirirsek 3 anca bence :)",0,Genel
Orta halli idare eder kalitede..,1,Genel
paketlenmesi kargı hızı ve ürün güzel,2,Giyim ve Aksesuar
tunikten bile daha ince. kalitesini beğenmedim,0,Giyim ve Aksesuar
Marka farkli frekans yeri calismiyor.,1,Genel
sadece yedek uç geldi. Falçata yoktu.,0,Genel
Sizdiriyor,1,Genel
"küf gibi Beyaz Beyaz şeyler oluştu,kaşımda kepek oluştu",1,Kozmetik
"Hediye aldım , çok güzel beğendim 👍",2,Giyim ve Aksesuar
30 derecede yıkamama rağmen rengi soldu ben bilerek büyük almıştım yorumlarda çeker denildiği için ama çekmedi,1,Genel
Ürün hasarlı gönderildi kalite deseniz yok bir daha alışveriş yapılmayacak bir mağaza.,0,Genel
güzel ama kalıbı çok geniş ona göre alınması gerek,1,Giyim ve Aksesuar
Ürün kusurlu geldi satıcı iade etmemi istedi 3 tane ıslak mendil için kargo ile uğraşmak çok saçma e bebek gibi kocaman firma tedarik etme zahmetinde bulunmadı çok yazık kuponla ve indirmli aldığım ürün boşa gitti,0,Genel
"Ürün çok kullanışlı boyut olarak küçük araçlara biraz büyük gelebiliyor, boyutunu aracınıza göre alabilirsiniz",2,Genel
Hiç bir işe yaramayan bir ürün bence ödem falan attırdığı yok👎👎👎👎,0,Genel
2 haftada sivilcelerimi geçirdi bugüne kadar kullandığım en iyi sivilce kremi,2,Kozmetik
Ekrana tam uyuyor fakat üç gün önce uygulama yapmama rağmen bu şekilde balon balon oldu bugün. Dün hiçbir şey yoktu. Motorum güneş altında 1 saat park halinde kaldı ve sonuç bu. Satıcı hızlı kargoya yaptı iki puanı üründen dolayı kırdım. Alacakların bilgisine.,1,Genel
ürün reslimlerde gözüktüğü üzere hasarlı çıktı. kargolamada veya paketlemede sıkıntı yok üretimden bu şekilde çıkmış belli. beyaz tırnak içeri oturması lazım ama oturmuyor ve bundan ötürü düz durmuyor cihaz,0,Genel
Sete bayıldık kreşe hastalıktan dolayı devam edemeyen kızımla evde eğlenerek öğreniyoruz teşekkürler,2,Kitap / Hobi
gayet güzel rahat kullanışlı bir pantolon,2,Giyim ve Aksesuar
Oğlum için aldım cildi çok yağlı kullandığından beri çok memnun ergenlik döneminde olduğu için yüzündeki sivilcelerin cikmasinida engelliyor şans verilebilir biDevamını Oku,2,Kozmetik
S8 pro yerine Q8 max gönderilmiş. Anneler günü hediyesiydi kadının hevesi kursağında kaldı,0,Genel
harika bir ürün kalitesi muhteşem,2,Giyim ve Aksesuar
tesekkur edirem cok guzeldi hediiye icin ayrica tesekkur ederim,2,Kozmetik
İndirimde stokluyorum,1,Genel
ürün güzel yeğenime aldım biz beğendik,2,Elektronik
çok hoş ve naif duruyor çok beğendim,2,Giyim ve Aksesuar
"24-36 ayını oğluma kullandım, çok sevdik. bu da yeğenim için, keyifle yapacağından eminim❤️ fiyatına göre çok çok efektif bir ürün",2,Kitap / Hobi
gizem uzel tavsiyesiyle aldim lekeler ve siyah noktalar genis gözenekler icin. henüz deneyemedim,2,Kozmetik
Rulo boyutları yarıya düşürülmüş ☹️,1,Genel
Daha düzenli kullanmadım Yorum yapmıyorum o yüzden,0,Genel
kalitesi iyi görünüyor ancak geldiğinde geçme yeri yamulmustu paketleme poşete koymak şeklinde olduğu iicn hasar görmüş.. büküp düzelttim hevesle taktım bu kez Devamını Oku,1,Giyim ve Aksesuar
Bazen tahriş ediyor onun dışında görüntüsü güzel,1,Elektronik
Ürün fiyat olarak iyi lakin orijinale benzeyen bir yanı yok. Genel olarak bu ürünü bu fiyatla almanız işinizi görür.,0,Genel
"Bir parçası kırık geldi ama hallettim. Kargo şirketinin hatası olmalı. Malzeme standart sunta, bu nedenle uzun ömürlü olmayabilir. Montaj yönergesi çok kötü. Deneyimli ve eli yatkın olmayan tırmalar. Ölçüler tuttu. Ama dışarıdan güzel oldu.",1,Genel
"Alan arkadaşlar dikkat etsin, ürün görseldeki renklerde gelmiyor. Az önce yorumları da okudum. Çoğu insan aynı şeyi yaşamış. Sanırım o anda elinde ne varsa onu gönderiyor satıcı. Bana da siyah arkaplan üzerine beyaz ve yeşil geldi 2 ayrı çift diyebilirim. Bu nedenle kırdım yaldızları. Onun dışında standart başlık iş görüyor.",1,Genel
çok kullanışlı bir parça herkesin elinde olması gereken bı ürün bence kumaşı çok güzel kendi bedeninizi alabilirsiniz,2,Giyim ve Aksesuar
Çok fazla kişi paylaştığı için merak ederek aldım. Sonuç muhteşem. Hem nemlendirip hem de dudak rengi yapıyor. Stoklanabilecek bir ürün,2,Kozmetik
önce çok tereddüd etmiştim ama paketlemesi falan herşeyi çok güzeldi saati çok severek kullanıyorum teşekkür ederim TECHNOMEN ailesi :),2,Elektronik
Ürünü yanlış gönderdiler ciddiyim 3 numara geldi hiç kontrol felan etmiyorlar sanırım,0,Genel
S almama rağmen kalıbı büyüktü. Kapüşonun içi dikilmemiş. iade edeceğim.,0,Giyim ve Aksesuar
Prit bile daha iyi yapıştırıyor. Kesinlikle alınmaz.,0,Genel
guzel kupe,2,Giyim ve Aksesuar
Siyah incinin ürünleri her zaman sipariş verdiğim şekilde geldi .. 52 kiloyum 38 beden giyiyorum ve siparişim tam istediğim gibi rahat bir şekilde oldu bana..,2,Giyim ve Aksesuar
Sorunsuz geldi 👍👍,2,Kitap / Hobi
eşime aldım çok güzel yumuşacık,2,Giyim ve Aksesuar
3 al 1 öde kampanyasından aldım eksik ürün gönderdiler birdahada almam,0,Genel
Böyle kötü bir kargo daha öne hiç gormedim poşetin içine atılmış Bi tanesi açılmış yarısına kadar dökülmüş rezalet,0,Genel
Xl aldım 80 kg 'dayım çok büyük oldu iade olacak maalesef,0,Genel
Ürün düzgün ve sağlam bir şekilde geldi. Kedilerin tırmaladığı telleri yenilemek için almıştım. Fiberglas olanlar en dayanıklıları diye aldım ancak beklediğim performansı göstermedi. Kedilerin tırnak taktığı yerler hemen şekil değiştirdi. Bir yıldızı bu sebeple kırdım. Ürün düzgün olmakla beraber beklentiyi çok yükseltmemek gerek.,2,Genel
Rengi çekiş gücü çok iyi,2,Elektronik
ürünün içinden çıkan alyan anahtarı uymadı gittim alyan aldım öyle yaptım. Ürün iyi ama genel itibariyle,1,Genel
Ürün vida lama konusunda bile yetersiz,0,Genel
Kaliteli bir beden büyük alinabilir,1,Genel
çok beğendim kargomu da hızlı geldi,2,Giyim ve Aksesuar
Ürün yırtık geldi iade,0,Genel
"guzel saglam geldi , ses güzeldi",2,Elektronik
Ürün cok güzeldi bayıldım paketlenmesi de harikaydi,2,Elektronik
"Montaj sıkıntısı.Cumartesi montaj talebinden bulunduk.Salı oldu ve montaja gelende yok,arayanda.Salı biz aradık ve sadece ""servise bilgi verildi "" Daikin merkez numarasında cevabı aldık. Aynı gün diğer alınan Arçelik klima montajı için form doldurduk.2 saat sonra Bursa Karacabey servisi aradı ve anlaştığımız şeklinde sali sabahı saat 10 da montaj işini yaptılar.Sonuç ortada",1,Genel
Çok merak ettiğim bir üründü iyi ki almışım hızlı kargo uygun fiyat ve kalite,2,Genel
Görüntü iyi ama montaj kısımlarının kaynakları çok dandik bastırınca hemn kırıldı önerim kurmadan önce bi kaynak yaptirin,1,Genel
3xl olarak çok küçük başkasına verdim,1,Giyim ve Aksesuar
"Çok sevemedik,küçük şiseler kadar asidi yok.acinca asidi iyice azaliyor.yaz gunu uygun fiyatlı tükettik ama kucuk siseler daha basarili",1,Genel
Ürünün kalıbında bir tuhaflık var çok yüksek belli tam olmasına rağmen belimden düşecek hissi veriyor önde cepleri var gibi ama yok sevmedim,0,Genel
İçindeki lastik oturmuyor küçük yapılmış su sızdırıyor pişman oldum satıcıya yazdım kaç gündür dönüş yapmadi tavsiye etmiyorum,0,Genel
Yanlış ürün gönderdiler neden bu kadar dikkatsizdi acaba merak ediyorum,0,Kozmetik
durmadan duruyor yolda giderken tekrar açmak zorunda kaliyorsun,0,Elektronik
"Çok kullanışlı bir ürün olduğunu söyleyemem hareket halinde tekeri sürekli çıkıyor, torbasıda sabit değil",0,Genel
2 gün onar dk kullandım ve kırıldı.plastiği çok kalitesiz....,0,Genel
Çok güzel çok beğendim. Ortadan biraz küçük ama standart şeyler için yeterli,2,Giyim ve Aksesuar
Özetlemeleri ve hediyeleri ile harika bir set.,2,Kitap / Hobi
Fena değil kullanışlı.,1,Elektronik
"Kurulum parçaları eksik, paketler farklı zamanlarda geldi, ahşap imalat kalitesi çok düşük, verilen parayı ve emeği hak etmiyor.",0,Genel
"4-5 kere kullandım. Tel, materyalden kopmak üzere.",1,Genel
cok guzel istedigim gibi kalitesi de cok guzel,2,Giyim ve Aksesuar
Ürünün orijinali ile arasındaki farklar kafama takıldı bir şüpheye düşmedim değil,1,Genel
Kalitesiz dandik birşey. Ama iade ile uğraşmadım kullanıcam artık.,0,Genel
oldukça kullanışlı kumaşı da çok rahat mutlaka alınmalı çok şık,2,Giyim ve Aksesuar
Severek kullanıyorum.Şahane bir ürün.,2,Giyim ve Aksesuar
Koyu olan evdeki aynı şampuan bu gelenin rengi daha açık orjinaliginden şüphe duydum q kod var okuttum o da orijinal diyor ama bu yoğunluk farkı niye kafam karıştı açıkçası,1,Genel
Eksik urun gonderildi.,0,Genel
çok iyi kendi bedeninizden bir beden küçük alin,2,Giyim ve Aksesuar
Fiyat performans açısından iyi,1,Genel
"Süngerleri kalitesiz, 85 kg taşımıyor. Kurulumu uzun sürüyor",0,Genel
Çok verim alamadım,0,Genel
Çok güzel bir ürün tavsiye ediyorum.,2,Giyim ve Aksesuar
Hiç baloncuk çıkarmıyor malesef,0,Genel
dogumum için almıştım gerçekten kumaşı falan da güzel tam bedeninizi alabilirsiniz,2,Giyim ve Aksesuar
